Price,Close
Ticker,BBTN.JK
Date,
2021-01-04,1397.131103515625
2021-01-05,1389.4544677734375
2021-01-06,1385.6163330078125
2021-01-07,1389.4544677734375
2021-01-08,1423.9989013671875
2021-01-11,1466.2198486328125
2021-01-12,1462.381591796875
2021-01-13,1435.5137939453125
2021-01-14,1462.381591796875
2021-01-15,1423.9989013671875
2021-01-18,1404.8074951171875
2021-01-19,1381.7779541015625
2021-01-20,1431.6754150390625
2021-01-21,1427.8372802734375
2021-01-22,1381.7779541015625
2021-01-25,1366.4249267578125
2021-01-26,1312.6890869140625
2021-01-27,1305.0125732421875
2021-01-28,1247.438232421875
2021-01-29,1205.2174072265625
2021-02-01,1285.8211669921875
2021-02-02,1335.7186279296875
2021-02-03,1328.0421142578125
2021-02-04,1343.3951416015625
2021-02-05,1374.1014404296875
2021-02-08,1374.1014404296875
2021-02-09,1331.8804931640625
2021-02-10,1335.7186279296875
2021-02-11,1328.0421142578125
2021-02-15,1423.9989013671875
2021-02-16,1481.572998046875
2021-02-17,1439.35205078125
2021-02-18,1427.8372802734375
2021-02-19,1443.1904296875
2021-02-22,1481.572998046875
2021-02-23,1535.3087158203125
2021-02-24,1612.07421875
2021-02-25,1619.7508544921875
2021-02-26,1589.0445556640625
2021-03-01,1635.1038818359375
2021-03-02,1650.45703125
2021-03-03,1627.4273681640625
2021-03-04,1635.1038818359375
2021-03-05,1619.7508544921875
2021-03-08,1650.45703125
2021-03-09,1535.3087158203125
2021-03-10,1527.6322021484375
2021-03-12,1516.1175537109375
2021-03-15,1512.2791748046875
2021-03-16,1508.4407958984375
2021-03-17,1477.734619140625
2021-03-18,1485.4112548828125
2021-03-19,1473.8963623046875
2021-03-22,1450.86669921875
2021-03-23,1404.8074951171875
2021-03-24,1374.1014404296875
2021-03-25,1370.26318359375
2021-03-26,1416.3223876953125
2021-03-29,1381.7779541015625
2021-03-30,1335.7186279296875
2021-03-31,1320.365478515625
2021-04-01,1324.2039794921875
2021-04-05,1312.6890869140625
2021-04-06,1331.8804931640625
2021-04-07,1305.0125732421875
2021-04-08,1301.1741943359375
2021-04-09,1331.8804931640625
2021-04-12,1239.7618408203125
2021-04-13,1232.085205078125
2021-04-14,1278.1446533203125
2021-04-15,1247.438232421875
2021-04-16,1212.8939208984375
2021-04-19,1266.6298828125
2021-04-20,1243.6002197265625
2021-04-21,1235.9237060546875
2021-04-22,1305.0125732421875
2021-04-23,1251.2767333984375
2021-04-26,1209.0557861328125
2021-04-27,1216.7322998046875
2021-04-28,1216.7322998046875
2021-04-29,1239.7618408203125
2021-04-30,1220.570556640625
2021-05-03,1232.085205078125
2021-05-04,1228.2470703125
2021-05-05,1262.79150390625
2021-05-06,1251.2767333984375
2021-05-07,1239.7618408203125
2021-05-10,1258.9532470703125
2021-05-11,1251.2767333984375
2021-05-17,1216.7322998046875
2021-05-18,1209.0557861328125
2021-05-19,1189.8642578125
2021-05-20,1189.8642578125
2021-05-21,1193.70263671875
2021-05-24,1178.349609375
2021-05-25,1209.0557861328125
2021-05-27,1224.4088134765625
2021-05-28,1220.570556640625
2021-05-31,1255.1148681640625
2021-06-02,1258.9532470703125
2021-06-03,1262.79150390625
2021-06-04,1258.9532470703125
2021-06-07,1232.085205078125
2021-06-08,1228.2470703125
2021-06-09,1232.085205078125
2021-06-10,1220.570556640625
2021-06-11,1228.2470703125
2021-06-14,1205.2174072265625
2021-06-15,1193.70263671875
2021-06-16,1193.70263671875
2021-06-17,1182.187744140625
2021-06-18,1128.4520263671875
2021-06-21,1082.3927001953125
2021-06-22,1116.93701171875
2021-06-23,1093.907470703125
2021-06-24,1086.23095703125
2021-06-25,1059.3631591796875
2021-06-28,1024.818603515625
2021-06-29,1020.9803466796875
2021-06-30,1051.6865234375
2021-07-01,1044.010009765625
2021-07-02,1059.3631591796875
2021-07-05,1040.1717529296875
2021-07-06,1036.3333740234375
2021-07-07,1032.4952392578125
2021-07-08,1032.4952392578125
2021-07-09,1024.818603515625
2021-07-12,994.1124267578125
2021-07-13,978.75927734375
2021-07-14,944.21484375
2021-07-15,986.4359130859375
2021-07-16,1009.4655151367188
2021-07-19,990.2742309570312
2021-07-21,1013.3037109375
2021-07-22,1047.8482666015625
2021-07-23,1040.1717529296875
2021-07-26,1040.1717529296875
2021-07-27,1028.65673828125
2021-07-28,1005.6272583007812
2021-07-29,1036.3333740234375
2021-07-30,1009.4655151367188
2021-08-02,986.4359130859375
2021-08-03,1009.4655151367188
2021-08-04,1028.65673828125
2021-08-05,1093.907470703125
2021-08-06,1067.0396728515625
2021-08-09,1047.8482666015625
2021-08-10,1055.524658203125
2021-08-12,1051.6865234375
2021-08-13,1051.6865234375
2021-08-16,1055.524658203125
2021-08-18,1093.907470703125
2021-08-19,1051.6865234375
2021-08-20,1070.8778076171875
2021-08-23,1097.7457275390625
2021-08-24,1078.554443359375
2021-08-25,1074.7161865234375
2021-08-26,1067.0396728515625
2021-08-27,1074.7161865234375
2021-08-30,1090.0693359375
2021-08-31,1078.554443359375
2021-09-01,1078.554443359375
2021-09-02,1093.907470703125
2021-09-03,1101.583984375
2021-09-06,1120.7755126953125
2021-09-07,1105.4224853515625
2021-09-08,1082.3927001953125
2021-09-09,1086.23095703125
2021-09-10,1101.583984375
2021-09-13,1105.4224853515625
2021-09-14,1086.23095703125
2021-09-15,1070.8778076171875
2021-09-16,1070.8778076171875
2021-09-17,1070.8778076171875
2021-09-20,1040.1717529296875
2021-09-21,1032.4952392578125
2021-09-22,1044.010009765625
2021-09-23,1055.524658203125
2021-09-24,1047.8482666015625
2021-09-27,1044.010009765625
2021-09-28,1036.3333740234375
2021-09-29,1070.8778076171875
2021-09-30,1090.0693359375
2021-10-01,1139.966796875
2021-10-04,1174.51123046875
2021-10-05,1170.6729736328125
2021-10-06,1216.7322998046875
2021-10-07,1201.3792724609375
2021-10-08,1216.7322998046875
2021-10-11,1220.570556640625
2021-10-12,1239.7618408203125
2021-10-13,1285.8211669921875
2021-10-14,1308.850830078125
2021-10-15,1312.6890869140625
2021-10-18,1412.484130859375
2021-10-19,1389.4544677734375
2021-10-21,1377.939697265625
2021-10-22,1397.131103515625
2021-10-25,1385.6163330078125
2021-10-26,1366.4249267578125
2021-10-27,1335.7186279296875
2021-10-28,1339.5570068359375
2021-10-29,1366.4249267578125
2021-11-01,1374.1014404296875
2021-11-02,1320.365478515625
2021-11-03,1354.91015625
2021-11-04,1354.91015625
2021-11-05,1351.0716552734375
2021-11-08,1377.939697265625
2021-11-09,1358.7484130859375
2021-11-10,1362.5865478515625
2021-11-11,1374.1014404296875
2021-11-12,1374.1014404296875
2021-11-15,1343.3951416015625
2021-11-16,1343.3951416015625
2021-11-17,1354.91015625
2021-11-18,1362.5865478515625
2021-11-19,1377.939697265625
2021-11-22,1427.8372802734375
2021-11-23,1393.2928466796875
2021-11-24,1393.2928466796875
2021-11-25,1397.131103515625
2021-11-26,1374.1014404296875
2021-11-29,1343.3951416015625
2021-11-30,1312.6890869140625
2021-12-01,1293.4976806640625
