Price,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,
2021-01-04,2897.6181640625,2904.34104576124,2790.049890249648,2790.049890249648,106226854
2021-01-05,2870.725830078125,2890.8948344142914,2850.556645189224,2890.8948344142914,106964857
2021-01-06,2823.6650390625,2890.895120350303,2796.772970436828,2877.448995761091,128299616
2021-01-07,2877.44921875,2884.172281565612,2830.388140146248,2864.003273671542,141798389
2021-01-08,2951.40185546875,2951.40185546875,2890.8948422953004,2911.0638466864502,205011531
2021-01-11,3126.199951171875,3132.9230122966615,2964.847748046052,2971.570628618117,422093240
2021-01-12,3173.260986328125,3206.875930511744,3139.646042144506,3146.369103202317,260390447
2021-01-13,3220.322265625,3253.9372120319695,3193.430380720517,3206.876142620027,231181533
2021-01-14,3206.8759765625,3247.2139823831853,3173.26103189617,3240.4912823342743,146980798
2021-01-15,3079.13916015625,3206.8762496503628,3058.9699749756387,3206.8762496503628,225189839
2021-01-18,3106.03076171875,3126.199945053636,3052.2469950366035,3079.138878377677,182568723
2021-01-19,3106.03076171875,3159.8148895063377,3099.308061712563,3159.8148895063377,152430182
2021-01-20,3287.552490234375,3307.7213134565573,3126.200098929619,3139.646221814713,277723446
2021-01-21,3220.322265625,3327.8905274538574,3206.876142620027,3307.721342946398,177275431
2021-01-22,3173.260986328125,3267.38311892661,3146.369103202317,3267.38311892661,183332136
2021-01-25,3213.599365234375,3220.3224270739183,3099.3083972785853,3220.3224270739183,165278734
2021-01-26,3126.199951171875,3220.3220847079983,3106.030767797516,3213.5990235832123,163850580
2021-01-27,3106.03076171875,3173.2610117295953,3025.3547505900888,3126.199945053636,198692361
2021-01-28,3005.185791015625,3126.199990001245,2971.5706655268937,3079.1389226486554,176270344
2021-01-29,2810.21875,3099.308425668271,2810.21875,3072.4161780637655,308226863
2021-02-01,2958.125,2985.017066792597,2662.312445834178,2810.218722917089,355113743
2021-02-02,2931.23291015625,3018.6319911303294,2864.0028339798246,3018.6319911303294,167527833
2021-02-03,2944.678955078125,3011.9090294590023,2931.232831870309,3011.9090294590023,124241205
2021-02-04,3018.6318359375,3079.1390277724254,2937.9558208945714,2991.739951291677,162519997
2021-02-05,3005.185791015625,3052.2470389209384,2971.5706655268937,3052.2470389209384,99005120
2021-02-08,2998.462890625,3045.5241410543667,2991.740009608862,3045.5241410543667,120218986
2021-02-09,3106.03076171875,3206.875956182297,3025.3547505900888,3025.3547505900888,464366860
2021-02-10,3126.199951171875,3166.53795681515,3092.585006653386,3112.7538289223025,202155881
2021-02-11,3146.36962890625,3166.5384543441082,3112.754318000655,3159.815392162989,99681961
2021-02-15,3166.538818359375,3213.5998979317014,3159.8157554053937,3166.538818359375,93158189
2021-02-16,3139.646240234375,3186.707309502844,3132.923178752385,3186.707309502844,71623667
2021-02-17,3112.754150390625,3179.984407476221,3106.0310885715176,3166.538283838006,101529553
2021-02-18,3139.646240234375,3206.876132843353,3126.200117270395,3159.8150635748834,152089286
2021-02-19,3220.322265625,3220.322265625,3092.585180394146,3092.585180394146,109884637
2021-02-22,3220.322265625,3274.1063965394287,3200.1530811175408,3260.660273534456,157619632
2021-02-23,3220.322265625,3247.214150529483,3186.7073192180305,3233.768388629973,107810772
2021-02-24,3179.984375,3240.491569648547,3166.538251499106,3220.322384397206,105582023
2021-02-25,3179.984375,3206.876260896312,3139.646365602794,3206.876260896312,131635423
2021-02-26,3166.538818359375,3193.431070175299,3159.8157554053937,3179.9849442673367,161796404
2021-03-01,3247.21435546875,3247.2143554687495,3173.2613964849807,3227.0455307938514,127020403
2021-03-02,3227.04541015625,3280.8295424544926,3227.04541015625,3274.1064807790285,75195758
2021-03-03,3260.660400390625,3260.660400390625,3186.707443197056,3227.045452675864,85026738
2021-03-04,3200.153564453125,3260.6607660087525,3179.984738004927,3260.6607660087525,117897176
2021-03-05,3206.8759765625,3206.8759765625,3159.8149095874605,3186.7071542048798,71188389
2021-03-08,3179.984375,3240.491569648547,3179.984375,3227.045446147653,69917647
2021-03-09,3079.13916015625,3193.430487302097,3065.6930367025093,3193.430487302097,165527119
2021-03-10,3112.754150390625,3132.923335847948,3085.862264219674,3126.20027402884,77405916
2021-03-12,3079.13916015625,3153.0921169408743,3052.247274354243,3153.0921169408743,152360111
2021-03-15,3072.416015625,3112.7540237936023,3065.6929540793226,3079.139077170678,95483079
2021-03-16,3173.260986328125,3206.875930511744,3099.3080369030745,3132.922981086694,151028868
2021-03-17,3139.646240234375,3159.8150635748834,3092.585170965906,3146.369301716365,116245827
2021-03-18,3200.153564453125,3206.87662697103,3153.092487933307,3166.538612969117,95635541
2021-03-19,3139.646240234375,3193.430370984834,3139.646240234375,3193.430370984834,166398004
2021-03-22,3112.754150390625,3159.815222018898,3106.0310885715176,3159.815222018898,67100278
2021-03-23,3139.646240234375,3173.261186538864,3126.200117270395,3173.261186538864,115036356
2021-03-24,3139.646240234375,3179.984248020854,3126.200117270395,3179.984248020854,120514341
2021-03-25,3106.03076171875,3159.8148895063377,3079.138878377677,3159.8148895063377,95145043
2021-03-26,3173.260986328125,3173.260986328125,3106.0307368554477,3112.7537979132594,106978057
2021-03-29,3173.260986328125,3213.598991569556,3173.260986328125,3213.598991569556,106807554
2021-03-30,3025.354736328125,3159.814874610509,3011.9087947209746,3159.814874610509,214898061
