Price,Close,High,Low,Open,Volume
Ticker,BBNI.JK,BBNI.JK,BBNI.JK,BBNI.JK,BBNI.JK
Date,,,,,
2021-01-04,2608.06396484375,2618.2916666666665,2495.5592447916665,2556.9254557291665,81711400
2021-01-05,2659.202392578125,2659.202392578125,2577.3807804987982,2618.2915865384616,68509200
2021-01-06,2618.29150390625,2679.6577110290527,2536.4698944091797,2669.430009841919,74299600
2021-01-07,2628.518798828125,2659.2018976471304,2597.8357000091196,2648.9741980407953,74138800
2021-01-08,2648.974365234375,2659.2020654862454,2608.0635642268944,2628.5189647306347,72826800
2021-01-11,2669.429931640625,2700.113034303161,2638.746828978089,2648.974529865601,149359200
2021-01-12,2659.202392578125,2730.796303147536,2648.9746910682093,2700.1131986177884,120481200
2021-01-13,2669.429931640625,2700.113034303161,2648.974529865601,2669.429931640625,84618200
2021-01-14,2638.74658203125,2700.112781613372,2628.5188821008965,2669.429681822311,68392400
2021-01-15,2587.6083984375,2659.202306694664,2556.9252948987155,2638.746904335474,105609800
2021-01-18,2577.380615234375,2608.063717796689,2536.4698118179563,2577.380615234375,80840600
2021-01-19,2546.697509765625,2608.063714820218,2516.014407238328,2577.380612292922,88881200
2021-01-20,2628.518798828125,2648.9741980407953,2536.469502371109,2536.469502371109,109658000
2021-01-21,2628.518798828125,2689.884996466136,2628.518798828125,2659.2018976471304,59591200
2021-01-22,2567.15283203125,2638.7467357133964,2556.9251315052293,2618.2913346613545,89496000
2021-01-25,2546.697509765625,2577.380612292922,2505.786706395896,2567.1529114504892,62801600
2021-01-26,2485.331298828125,2567.152905373907,2454.648196373457,2546.6975037374614,94759800
2021-01-27,2444.420654296875,2495.5591617089435,2383.054445402393,2485.33146022653,121073600
2021-01-28,2362.59912109375,2434.1930338541665,2331.916015625,2372.8268229166665,105682200
2021-01-29,2270.5498046875,2444.4207356770835,2229.6389973958335,2372.8268229166665,155809200
2021-02-01,2393.281982421875,2403.5096832014556,2147.817163711939,2270.5495730669068,153317600
2021-02-02,2413.737548828125,2475.103757696637,2393.2821458719545,2403.5098473500398,113771800
2021-02-03,2577.380615234375,2618.2914186507937,2444.4205041310142,2475.1036066933284,239553600
2021-02-04,2567.15283203125,2597.8359336093126,2526.242029927166,2587.608233083292,100262200
2021-02-05,2577.380615234375,2608.063717796689,2546.697512672061,2597.836016942584,46060200
2021-02-08,2577.380615234375,2608.063717796689,2567.1529143802704,2577.380615234375,44851400
2021-02-09,2546.697509765625,2618.2914156626507,2536.469808923193,2567.1529114504892,86257400
2021-02-10,2536.4697265625,2567.152828093498,2516.0143255418348,2546.697427072833,30024200
2021-02-11,2536.4697265625,2556.9251275831652,2516.0143255418348,2556.9251275831652,26663000
2021-02-15,2546.697509765625,2587.608313135354,2526.2421080807603,2556.925210608057,53067000
2021-02-16,2597.836181640625,2608.0638831431475,2526.24227112297,2556.9253756305366,75821200
2021-02-17,2516.0146484375,2618.2916666666665,2516.0146484375,2608.06396484375,89886200
2021-02-18,2464.8759765625,2536.469884595436,2454.648275414938,2495.559080005187,64395600
2021-02-19,2454.648193359375,2475.103594970703,2423.9650909423826,2454.648193359375,51525600
2021-02-22,2423.965087890625,2485.3312926473495,2423.965087890625,2454.6481902689875,69472200
2021-02-23,2434.19287109375,2454.6482733718485,2413.737468815651,2423.9651699547007,38327600
2021-02-24,2485.331298828125,2495.5589996463477,2444.420495555234,2444.420495555234,62323600
2021-02-25,2485.331298828125,2536.4698029192386,2485.331298828125,2516.014401282793,68416400
2021-02-26,2434.19287109375,2495.559077928046,2423.9651699547007,2434.19287109375,135017000
2021-03-01,2546.697509765625,2546.697509765625,2444.4205013413025,2454.648202183735,82388800
2021-03-02,2516.0146484375,2577.380859375,2495.5592447916665,2567.1531575520835,57119200
2021-03-03,2464.8759765625,2536.469884595436,2464.8759765625,2516.014482300311,64855000
2021-03-04,2454.648193359375,2485.3312957763674,2444.420492553711,2464.875894165039,35366800
2021-03-05,2454.648193359375,2475.103594970703,2403.5096893310547,2413.7373901367187,48207200
2021-03-08,2454.648193359375,2495.5589965820313,2454.648193359375,2485.3312957763674,24737800
2021-03-09,2444.420654296875,2495.5591617089435,2423.965251332048,2485.33146022653,43320000
2021-03-10,2475.103515625,2495.5589165805786,2434.1927137138427,2464.8758151472107,30935000
2021-03-12,2516.0146484375,2536.4700520833335,2475.1038411458335,2505.7869466145835,74997200
2021-03-15,2587.6083984375,2597.836099617095,2516.014490180336,2536.4698925395255,133769600
2021-03-16,2546.697509765625,2608.063714820218,2536.469808923193,2587.608313135354,56139400
2021-03-17,2495.55908203125,2546.697587810579,2495.55908203125,2546.697587810579,44703400
2021-03-18,2567.15283203125,2587.608233083292,2516.0143294011455,2536.4697304531874,88289600
